"","scientificname","tiplabel","gen","fam","ord","clade","higher","MSW3_sciName_matched","genes","extinct.","tipDR_10k_harmMeans","MarineOrNot","taxa","trait","value","Barren.Rocky","Cropland","Forest","Grassland","Mosaic.Cropland","Other","Savanna","Shrubland","Urban","Water.Body","Wetland","Min_Elev","Max_Elev","source","Andes_Overlap","Forest_Biome","Grass_Biome","Origin_Class","binOrigin_all","binOrigin_rodents","binOrigin_nonRod","A_H","NA_TeF","NA_TrF","SA_TeF","SA_TrF","NA_TeG","NA_TrG","SA_TeG","SA_TrG","z_NONE","endemic_protoAndesForest","endemic_lowlandForest","endemic_grassLowHigh","widespread_newBiomes"
"946","Reithrodontomys_chrysopsis","Reithrodontomys_chrysopsis_CRICETIDAE_RODENTIA","Reithrodontomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Reithrodontomys_chrysopsis",1,0,0.155107017,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,1830,4100,"Mammals of Mexico",NA,"Forest","","North_America",1,1,0,"1","1","1","0","0","0","0","0","0","1",0,0,0,1
"947","Reithrodontomys_megalotis","Reithrodontomys_megalotis_CRICETIDAE_RODENTIA","Reithrodontomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Reithrodontomys_megalotis",6,0,0.197303991,0,"mammals","habitat_mol","Cropland,Mosaic Cropland,Shrubland,Grassland,Wetland,Barren/Rocky",1,1,0,1,1,0,0,1,0,0,1,-77,4000,"from 3 sources",NA,"","Grass_Savanna","North_America",1,1,0,"0","0","0","0","0","1","1","0","0","1",0,0,1,0
"948","Reithrodontomys_microdon","Reithrodontomys_microdon_CRICETIDAE_RODENTIA","Reithrodontomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Reithrodontomys_microdon",4,0,0.199447441,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,2200,3100,"from 2 sources",NA,"Forest","","North_America",1,1,0,"1","1","1","0","0","0","0","0","0","1",0,0,0,1
"949","Reithrodontomys_zacatecae","Reithrodontomys_zacatecae_CRICETIDAE_RODENTIA","Reithrodontomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Reithrodontomys_zacatecae",1,0,0.210058483,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,1828,2590,"Mammals of Mexico",NA,"Forest","","North_America",1,1,0,"0","1","1","0","0","0","0","0","0","1",0,1,0,0
"950","Rhogeessa_alleni","Rhogeessa_alleni_VESPERTILIONIDAE_CHIROPTERA","Rhogeessa","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Rhogeessa_alleni",2,0,0.157945021,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,125,1990,"IUCN",NA,"Forest","","North_America",1,0,1,"0","1","1","0","0","0","0","0","0","1",0,1,0,0
"951","Rhogeessa_gracilis","Rhogeessa_gracilis_VESPERTILIONIDAE_CHIROPTERA","Rhogeessa","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Rhogeessa_gracilis",2,0,0.15780985,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,600,2000,"IUCN",NA,"Forest","","North_America",1,0,1,"0","1","1","0","0","0","0","0","0","1",0,1,0,0
"952","Sciurus_aureogaster","Sciurus_aureogaster_SCIURIDAE_RODENTIA","Sciurus","SCIURIDAE","RODENTIA","Squirrel-related","Euarchontoglires","Sciurus_aureogaster",1,0,0.379881232,0,"mammals","habitat_mol","Cropland,Urban,Forest",0,1,1,0,0,0,0,0,1,0,0,0,3800,"from 2 sources",NA,"Forest","","North_America",1,1,0,"1","1","1","0","0","1","1","0","0","1",0,0,0,1
"953","Sigmodon_mascotensis","Sigmodon_mascotensis_CRICETIDAE_RODENTIA","Sigmodon","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Sigmodon_mascotensis",3,0,0.181119591,0,"mammals","habitat_mol","Cropland,Forest",0,1,1,0,0,0,0,0,0,0,0,0,2550,"from 2 sources",NA,"Forest","","North_America",1,1,0,"1","1","1","0","0","0","1","0","0","1",0,0,0,1
"954","Sigmodon_alleni","Sigmodon_alleni_CRICETIDAE_RODENTIA","Sigmodon","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Sigmodon_alleni",2,0,0.185735715,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,3050,"http://www.science.smith.edu/departments/Biology/VHAYSSEN/msi/pdf/i0076-3519-095-01-0001.pdf",NA,"Forest","","North_America",1,1,0,"0","1","1","0","0","0","0","0","0","1",0,1,0,0
"955","Sigmodon_fulviventer","Sigmodon_fulviventer_CRICETIDAE_RODENTIA","Sigmodon","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Sigmodon_fulviventer",2,0,0.121708321,0,"mammals","habitat_mol","Forest,Shrubland,Grassland",0,0,1,1,0,0,0,1,0,0,0,1290,2475,"Mammals of Mexico",NA,"Forest","Grass_Savanna","North_America",1,1,0,"0","1","1","0","0","1","1","0","0","0",0,0,0,1
"956","Sorex_veraecrucis","Sorex_veraecrucis_SORICIDAE_EULIPOTYPHLA","Sorex","SORICIDAE","EULIPOTYPHLA","Soricidae","Laurasiatheria","Sorex_veraecrucis",0,0,0.243792289,0,"mammals","habitat_mol","Forest,Cropland",0,1,1,0,0,0,0,0,0,0,0,1600,3650,"from 2 sources",NA,"Forest","","North_America",1,0,1,"1","1","1","0","0","1","1","0","0","1",0,0,0,1
"957","Sorex_mediopua","Sorex_mediopua_SORICIDAE_EULIPOTYPHLA","Sorex","SORICIDAE","EULIPOTYPHLA","Soricidae","Laurasiatheria",NA,0,0,0.252486309,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,1875,3048,"IUCN",NA,"Forest","","North_America",1,0,1,"0","1","1","0","0","0","0","0","0","1",0,1,0,0
"958","Sorex_orizabae","Sorex_orizabae_SORICIDAE_EULIPOTYPHLA","Sorex","SORICIDAE","EULIPOTYPHLA","Soricidae","Laurasiatheria","Sorex_orizabae",0,0,0.246803055,0,"mammals","habitat_mol","Other,Forest,Grassland",0,0,1,1,0,1,0,0,0,0,0,2200,4215,"Mammals of Mexico",NA,"Forest","Grass_Savanna","North_America",1,0,1,"1","1","1","0","0","0","1","0","0","1",0,0,0,1
"959","Sorex_saussurei","Sorex_saussurei_SORICIDAE_EULIPOTYPHLA","Sorex","SORICIDAE","EULIPOTYPHLA","Soricidae","Laurasiatheria","Sorex_saussurei",3,0,0.100101561,0,"mammals","habitat_mol","Cropland,Forest",0,1,1,0,0,0,0,0,0,0,0,2100,3650,"IUCN",NA,"Forest","","North_America",1,0,1,"1","1","1","0","0","0","1","0","0","1",0,0,0,1
"960","Sylvilagus_cunicularius","Sylvilagus_cunicularius_LEPORIDAE_LAGOMORPHA","Sylvilagus","LEPORIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Sylvilagus_cunicularius",0,0,0.309940238,0,"mammals","habitat_mol","Forest,Mosaic Cropland,Other,Shrubland,Grassland,Barren/Rocky",1,0,1,1,1,1,0,1,0,0,0,0,4300,"IUCN",NA,"Forest","Grass_Savanna","North_America",1,0,1,"1","1","1","0","0","0","1","0","0","1",0,0,0,1
"961","Zygogeomys_trichopus","Zygogeomys_trichopus_GEOMYIDAE_RODENTIA","Zygogeomys","GEOMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Zygogeomys_trichopus",4,0,0.118122377,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,2000,3000,"from 2 sources",NA,"Forest","","North_America",1,1,0,"0","0","1","0","0","0","0","0","0","0",0,1,0,0
"962","Alouatta_pigra","Alouatta_pigra_ATELIDAE_PRIMATES","Alouatta","ATELIDAE","PRIMATES","Platyrrhini","Euarchontoglires","Alouatta_pigra",1,0,0.339963687,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,3350,"from 2 sources",NA,"Forest","","South_America",0,0,0,"1","0","1","0","0","0","0","0","0","1",0,0,0,1
"963","Balantiopteryx_io","Balantiopteryx_io_EMBALLONURIDAE_CHIROPTERA","Balantiopteryx","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Balantiopteryx_io",2,0,0.067263993,0,"mammals","habitat_mol","Forest,Other",0,0,1,0,0,1,0,0,0,0,0,0,500,"from 2 sources",NA,"Forest","","North_America",1,0,1,"1","0","1","0","0","0","1","0","0","1",0,0,0,1
"964","Bauerus_dubiaquercus","Bauerus_dubiaquercus_VESPERTILIONIDAE_CHIROPTERA","Bauerus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Bauerus_dubiaquercus",3,0,0.113440673,0,"mammals","habitat_mol","Forest,Urban",0,0,1,0,0,0,0,0,1,0,0,0,2350,"from 2 sources",NA,"Forest","","North_America",1,0,1,"1","0","1","0","0","0","1","0","0","1",0,0,0,1
"965","Cryptotis_mayensis","Cryptotis_mayensis_SORICIDAE_EULIPOTYPHLA","Cryptotis","SORICIDAE","EULIPOTYPHLA","Soricidae","Laurasiatheria","Cryptotis_mayensis",1,0,0.181524078,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,650,"from 2 sources",NA,"Forest","","North_America",1,0,1,"0","0","1","0","0","0","0","0","0","1",0,1,0,0
"966","Heteromys_gaumeri","Heteromys_gaumeri_HETEROMYIDAE_RODENTIA","Heteromys","HETEROMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Heteromys_gaumeri",3,0,0.188271118,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,100,"http://www.science.smith.edu/departments/Biology/VHAYSSEN/msi/pdf/i0076-3519-345-01-0001.pdf",NA,"Forest","","North_America",1,1,0,"0","0","1","0","0","0","0","0","0","1",0,1,0,0
"967","Mazama_pandora","Mazama_pandora_CERVIDAE_CETARTIODACTYLA","Mazama","CERVIDAE","CETARTIODACTYLA","Ruminantia","Laurasiatheria","Mazama_pandora",2,0,0.249873303,0,"mammals","habitat_mol","Other,Forest,Shrubland,Grassland",0,0,1,1,0,1,0,1,0,0,0,0,300,"from 2 sources",NA,"Forest","Grass_Savanna","North_America",1,0,1,"0","0","1","0","0","0","1","0","0","1",0,0,0,1
"968","Orthogeomys_hispidus","Orthogeomys_hispidus_GEOMYIDAE_RODENTIA","Orthogeomys","GEOMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Orthogeomys_hispidus",6,0,0.279213602,0,"mammals","habitat_mol","Barren/Rocky,Other,Forest,Water Body",1,0,1,0,0,1,0,0,0,1,0,0,2500,"from 2 sources",NA,"Forest","","North_America",1,1,0,"1","1","1","0","0","1","1","0","0","1",0,0,0,1
"969","Sigmodon_toltecus","Sigmodon_toltecus_CRICETIDAE_RODENTIA","Sigmodon","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Sigmodon_toltecus",2,0,0.180047479,0,"mammals","habitat_mol","Grassland",0,0,0,1,0,0,0,0,0,0,0,NA,NA,"Mammals of Mexico",NA,"","Grass_Savanna","North_America",1,1,0,"0","0","0","0","0","1","1","0","0","1",0,0,1,0
"970","Peromyscus_leucopus","Peromyscus_leucopus_CRICETIDAE_RODENTIA","Peromyscus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Peromyscus_leucopus",15,0,0.235243915,0,"mammals","habitat_mol","Forest,Cropland,Shrubland,Grassland,Barren/Rocky",1,1,1,1,0,0,0,1,0,0,0,0,365,"from 2 sources",NA,"Forest","Grass_Savanna","North_America",1,1,0,"1","1","1","0","0","1","1","0","0","1",0,0,0,1
"971","Peromyscus_yucatanicus","Peromyscus_yucatanicus_CRICETIDAE_RODENTIA","Peromyscus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Peromyscus_yucatanicus",1,0,0.195899764,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,500,"Mammals of Mexico",NA,"Forest","","North_America",1,1,0,"0","0","1","0","0","0","0","0","0","1",0,1,0,0
"972","Rhogeessa_aeneus","Rhogeessa_aeneus_VESPERTILIONIDAE_CHIROPTERA","Rhogeessa","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Rhogeessa_aeneus",5,0,0.192258381,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,50,"Mammals of Mexico",NA,"Forest","","North_America",1,0,1,"0","0","1","0","0","0","0","0","0","1",0,1,0,0
"973","Sciurus_yucatanensis","Sciurus_yucatanensis_SCIURIDAE_RODENTIA","Sciurus","SCIURIDAE","RODENTIA","Squirrel-related","Euarchontoglires","Sciurus_yucatanensis",0,0,0.266778525,0,"mammals","habitat_mol","Cropland,Forest",0,1,1,0,0,0,0,0,0,0,0,0,750,"from 2 sources",NA,"Forest","","North_America",1,1,0,"1","0","1","0","0","0","1","0","0","1",0,0,0,1
"974","Notocitellus_annulatus","Notocitellus_annulatus_SCIURIDAE_RODENTIA","Notocitellus","SCIURIDAE","RODENTIA","Squirrel-related","Euarchontoglires","Spermophilus_annulatus",1,0,0.128812126,0,"mammals","habitat_mol","Other,Forest",0,0,1,0,0,1,0,0,0,0,0,0,1200,"Mammals of Mexico",NA,"Forest","","North_America",1,1,0,"0","1","1","0","0","0","0","0","0","1",0,1,0,0
"975","Peromyscus_winkelmanni","Peromyscus_winkelmanni_CRICETIDAE_RODENTIA","Peromyscus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Peromyscus_winkelmanni",1,0,0.283604947,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,2040,2438,"from 2 sources",NA,"Forest","","North_America",1,1,0,"0","0","1","0","0","0","0","0","0","1",0,1,0,0
"976","Rhogeessa_mira","Rhogeessa_mira_VESPERTILIONIDAE_CHIROPTERA","Rhogeessa","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Rhogeessa_mira",3,0,0.162745277,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,125,340,"from 2 sources",NA,"Forest","","North_America",1,0,1,"0","0","1","0","0","0","0","0","0","1",0,1,0,0
"977","Spilogale_pygmaea","Spilogale_pygmaea_MEPHITIDAE_CARNIVORA","Spilogale","MEPHITIDAE","CARNIVORA","Caniformes","Laurasiatheria","Spilogale_pygmaea",0,0,0.182936052,0,"mammals","habitat_mol","Barren/Rocky,Forest,Shrubland",1,0,1,0,0,0,0,1,0,0,0,0,1630,"Handbook of the Mammals of the World. Vol 1. Carnivores",NA,"Forest","","North_America",1,0,1,"0","1","1","0","0","0","0","0","0","1",0,1,0,0
"978","Proechimys_canicollis","Proechimys_canicollis_ECHIMYIDAE_RODENTIA","Proechimys","ECHIMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Proechimys_canicollis",0,0,0.275261112,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,300,"IUCN",NA,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","0","0","0","1",0,0,0,1
"979","Eptesicus_diminutus","Eptesicus_diminutus_VESPERTILIONIDAE_CHIROPTERA","Eptesicus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Eptesicus_diminutus",5,0,0.281059795,0,"mammals","habitat_mol","Mosaic Cropland,Urban,Forest",0,0,1,0,1,0,0,0,1,0,0,NA,NA,NA,0.028400171,"Forest","","North_America",1,0,1,"1","0","0","0","1","0","0","1","1","1",0,0,0,1
"980","Gracilinanus_marica","Gracilinanus_marica_DIDELPHIDAE_DIDELPHIMORPHIA","Gracilinanus","DIDELPHIDAE","DIDELPHIMORPHIA","Didelphimorphia","Marsupialia","Gracilinanus_marica",0,0,0.113928311,0,"mammals","habitat_mol","Other,Forest,Grassland",0,0,1,1,0,1,0,0,0,0,0,0,4000,"from 4 sources",0.581105449,"Forest","Grass_Savanna","South_America",0,0,0,"1","0","1","0","1","0","0","1","1","1",0,0,0,1
"981","Marmosops_fuscatus","Marmosops_fuscatus_DIDELPHIDAE_DIDELPHIMORPHIA","Marmosops","DIDELPHIDAE","DIDELPHIMORPHIA","Didelphimorphia","Marsupialia","Marmosops_fuscatus",0,0,0.120497087,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,2400,"from 2 sources",0.786987625,"Forest","","South_America",0,0,0,"1","0","0","0","1","0","0","0","0","1",0,0,0,1
"982","Monodelphis_palliolata","Monodelphis_palliolata_DIDELPHIDAE_DIDELPHIMORPHIA","Monodelphis","DIDELPHIDAE","DIDELPHIMORPHIA","Didelphimorphia","Marsupialia","Monodelphis_palliolata",3,0,0.184561298,0,"mammals","habitat_mol","Other,Forest",0,0,1,0,0,1,0,0,0,0,0,0,2250,"from 2 sources",0.650106104,"Forest","","South_America",0,0,0,"1","0","0","0","1","0","0","1","1","1",0,0,0,1
"983","Proechimys_guairae","Proechimys_guairae_ECHIMYIDAE_RODENTIA","Proechimys","ECHIMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Proechimys_guairae",0,0,0.276394718,0,"mammals","habitat_mol","Cropland,Forest",0,1,1,0,0,0,0,0,0,0,0,0,800,"from 2 sources",0.38753258,"","","South_America",0,0,0,"1","0","0","0","1","0","0","1","1","1",0,0,0,1
"984","Proechimys_trinitatus","Proechimys_trinitatus_ECHIMYIDAE_RODENTIA","Proechimys","ECHIMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Proechimys_trinitatus",0,0,0.271129637,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forest","","South_America",0,0,0,"1","0","0","0","1","0","0","0","1","1",0,0,0,1
"985","Proechimys_urichi","Proechimys_urichi_ECHIMYIDAE_RODENTIA","Proechimys","ECHIMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Proechimys_urichi",0,0,0.269167153,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2500,"from 2 sources",0.237516164,"Forest","","South_America",0,0,0,"1","0","0","0","1","0","0","0","1","1",0,0,0,1
"986","Lophostoma_evotis","Lophostoma_evotis_PHYLLOSTOMIDAE_CHIROPTERA","Lophostoma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lophostoma_evotis",4,0,0.176151566,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,200,"Mammals of Mexico",NA,"Forest","","South_America",0,0,0,"0","0","1","0","0","0","0","0","0","1",0,1,0,0
"987","Otonyctomys_hatti","Otonyctomys_hatti_CRICETIDAE_RODENTIA","Otonyctomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Otonyctomys_hatti",1,0,0.047021063,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,50,"from 3 sources",NA,"Forest","","North_America",1,1,0,"0","0","1","0","0","0","0","0","0","1",0,1,0,0
"988","Molossus_alvarezi","Molossus_alvarezi_MOLOSSIDAE_CHIROPTERA","Molossus","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,0.180396417,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"South_America",0,0,0,"0","0","1","0","0","0","0","0","0","1",0,1,0,0
"989","Natalus_saturatus","Natalus_saturatus_NATALIDAE_CHIROPTERA","Natalus","NATALIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,2,0,0.165882283,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North_America",1,0,1,"0","0","1","0","0","0","0","0","0","1",0,1,0,0
"990","Cratogeomys_merriami","Cratogeomys_merriami_GEOMYIDAE_RODENTIA","Cratogeomys","GEOMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Cratogeomys_merriami",3,0,0.311678143,0,"mammals","habitat_mol","Forest,Cropland,Mosaic Cropland,Grassland",0,1,1,1,1,0,0,0,0,0,0,1800,4000,"from 2 sources",NA,"Forest","Grass_Savanna","North_America",1,1,0,"1","1","1","0","0","0","1","0","0","0",0,0,0,1
"991","Dipodomys_phillipsii","Dipodomys_phillipsii_HETEROMYIDAE_RODENTIA","Dipodomys","HETEROMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Dipodomys_phillipsii",4,0,0.195352038,0,"mammals","habitat_mol","Shrubland,Barren/Rocky",1,0,0,0,0,0,0,1,0,0,0,950,2850,"http://www.science.smith.edu/departments/Biology/VHAYSSEN/msi/pdf/i0076-3519-051-01-0001.pdf",NA,"","","North_America",1,1,0,"0","0","0","0","0","0","1","0","0","1",0,0,1,0
"992","Ictidomys_mexicanus","Ictidomys_mexicanus_SCIURIDAE_RODENTIA","Ictidomys","SCIURIDAE","RODENTIA","Squirrel-related","Euarchontoglires","Spermophilus_mexicanus",1,0,0.268421643,0,"mammals","habitat_mol","Urban,Shrubland,Grassland",0,0,0,1,0,0,0,1,1,0,0,2100,3200,"Mammals of Mexico",NA,"","Grass_Savanna","North_America",1,1,0,"0","0","0","0","0","1","1","0","0","1",0,0,1,0
"993","Peromyscus_difficilis","Peromyscus_difficilis_CRICETIDAE_RODENTIA","Peromyscus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Peromyscus_difficilis",2,0,0.295957163,0,"mammals","habitat_mol","Forest,Grassland,Barren/Rocky",1,0,1,1,0,0,0,0,0,0,0,1200,3700,"from 2 sources",NA,"Forest","Grass_Savanna","North_America",1,1,0,"1","1","1","0","0","1","1","0","0","1",0,0,0,1
"994","Romerolagus_diazi","Romerolagus_diazi_LEPORIDAE_LAGOMORPHA","Romerolagus","LEPORIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Romerolagus_diazi",1,0,0.122172217,0,"mammals","habitat_mol","Forest,Grassland",0,0,1,1,0,0,0,0,0,0,0,2800,4250,"IUCN",NA,"Forest","Grass_Savanna","North_America",1,0,1,"1","1","1","0","0","0","1","0","0","0",0,0,0,1
"995","Sciurus_oculatus","Sciurus_oculatus_SCIURIDAE_RODENTIA","Sciurus","SCIURIDAE","RODENTIA","Squirrel-related","Euarchontoglires","Sciurus_oculatus",1,0,0.379781267,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,1500,3600,"IUCN",NA,"Forest","","North_America",1,1,0,"1","1","1","0","0","0","0","0","0","1",0,0,0,1
"996","Sigmodon_leucotis","Sigmodon_leucotis_CRICETIDAE_RODENTIA","Sigmodon","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Sigmodon_leucotis",2,0,0.122006317,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,1800,2623,"Mammals of Mexico",NA,"Forest","","North_America",1,1,0,"1","1","1","0","0","0","0","0","0","1",0,0,0,1
"997","Sorex_oreopolus","Sorex_oreopolus_SORICIDAE_EULIPOTYPHLA","Sorex","SORICIDAE","EULIPOTYPHLA","Soricidae","Laurasiatheria","Sorex_oreopolus",0,0,0.243656868,0,"mammals","habitat_mol","Forest,Grassland",0,0,1,1,0,0,0,0,0,0,0,2000,4550,"from 2 sources",NA,"Forest","Grass_Savanna","North_America",1,0,1,"1","1","1","0","0","0","1","0","0","0",0,0,0,1
"998","Sorex_ventralis","Sorex_ventralis_SORICIDAE_EULIPOTYPHLA","Sorex","SORICIDAE","EULIPOTYPHLA","Soricidae","Laurasiatheria","Sorex_ventralis",0,0,0.253721643,0,"mammals","habitat_mol","Forest,Grassland",0,0,1,1,0,0,0,0,0,0,0,2760,3000,"Mammals of Mexico",NA,"Forest","Grass_Savanna","North_America",1,0,1,"1","1","1","0","0","0","1","0","0","1",0,0,0,1
"999","Abrothrix_sanborni","Abrothrix_sanborni_CRICETIDAE_RODENTIA","Abrothrix","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Abrothrix_sanborni",2,0,0.234074492,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,800,"from 2 sources",0.687122262,"Forest","","North_America",1,1,0,"0","0","0","1","0","0","0","0","0","0",0,1,0,0
"1000","Abrothrix_olivaceus","Abrothrix_olivaceus_CRICETIDAE_RODENTIA","Abrothrix","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Abrothrix_olivaceus",5,0,0.329853243,0,"mammals","habitat_mol","Forest,Shrubland,Grassland",0,0,1,1,0,0,0,1,0,0,0,0,1000,NA,0.479796617,"Forest","Grass_Savanna","North_America",1,1,0,"0","0","0","1","0","0","0","1","1","1",0,0,0,1
"1001","Abrothrix_manni","Abrothrix_manni_CRICETIDAE_RODENTIA","Abrothrix","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,0,0,0.2549461,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North_America",1,1,0,"0","0","0","1","0","0","0","0","0","0",0,1,0,0
"1002","Dromiciops_gliroides","Dromiciops_gliroides_MICROBIOTHERIIDAE_MICROBIOTHERIA","Dromiciops","MICROBIOTHERIIDAE","MICROBIOTHERIA","Microbiotheria","Marsupialia","Dromiciops_gliroides",26,0,0.015687772,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,1460,"from 2 sources",0.539284157,"Forest","","South_America",0,0,0,"0","0","0","1","0","0","0","0","0","0",0,1,0,0
"1003","Geoxus_valdivianus","Geoxus_valdivianus_CRICETIDAE_RODENTIA","Geoxus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Geoxus_valdivianus",5,0,0.190942158,0,"mammals","habitat_mol","Forest,Shrubland",0,0,1,0,0,0,0,1,0,0,0,0,1500,NA,0.675393669,"Forest","","North_America",1,1,0,"0","0","0","1","0","0","0","1","0","1",0,0,0,1
"1004","Histiotus_magellanicus","Histiotus_magellanicus_VESPERTILIONIDAE_CHIROPTERA","Histiotus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Histiotus_magellanicus",2,0,0.368382385,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,1200,"from 2 sources",0.750477083,"Forest","","North_America",1,0,1,"0","0","0","1","0","0","0","0","0","1",0,1,0,0
"1005","Irenomys_tarsalis","Irenomys_tarsalis_CRICETIDAE_RODENTIA","Irenomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Irenomys_tarsalis",5,0,0.084635803,0,"mammals","habitat_mol","Forest,Shrubland",0,0,1,0,0,0,0,1,0,0,0,0,1500,NA,0.800199873,"Forest","","North_America",1,1,0,"0","0","0","1","0","0","0","1","0","1",0,0,0,1
"1006","Lasiurus_varius","Lasiurus_varius_VESPERTILIONIDAE_CHIROPTERA","Lasiurus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lasiurus_varius",0,0,0.1654822,0,"mammals","habitat_mol","Forest,Other,Urban",0,0,1,0,0,1,0,0,1,0,0,0,1000,NA,0.706230793,"","","North_America",1,0,1,"0","0","0","1","0","0","0","1","0","1",0,0,0,1
"1007","Leopardus_guigna","Leopardus_guigna_FELIDAE_CARNIVORA","Leopardus","FELIDAE","CARNIVORA","Feliformes","Laurasiatheria","Leopardus_guigna",3,0,0.458140044,0,"mammals","habitat_mol","Forest,Shrubland",0,0,1,0,0,0,0,1,0,0,0,0,2500,"from 2 sources",0.755816282,"Forest","","North_America",1,0,1,"0","0","0","1","0","0","0","1","0","1",0,0,0,1
